GameRound,ground,Hands,Backhands,Season,Ages,prize,Rank,Sets
Round of 64,Clay,Right,Two,Summer,2,300000,12,2
Round of 64,Clay,Right,Two,Summer,4,300000,38,2
Round of 64,Clay,Right,One,Summer,6,300000,72,2
Round of 32,Clay,Right - Left,Two,Summer,5,300000,89,2
Semi-Finals,Clay,Right,Two,Summer,3,300000,43,2
Round of 16,Clay,Right,Two,Summer,3,300000,102,2
Round of 64,Clay,Right,Two,Summer,0,300000,80,2
Quarter-Finals,Clay,Right,Two,Summer,6,300000,10,2
Round of 64,Clay,Right,Two,Summer,7,300000,113,2
Round of 64,Clay,Right - Left,Two,Summer,2,300000,49,2
Round of 32,Clay,Right - Left,Two,Summer,10,300000,174,2
Round of 16,Clay,Left,Two,Summer,2,300000,178,2
Round of 64,Clay,Right,Two,Summer,5,300000,157,2
Quarter-Finals,Clay,Right,Two,Summer,1,300000,42,2
Round of 32,Clay,Right,Two,Summer,0,300000,116,3
Round of 64,Clay,Right,Two,Summer,5,300000,3,3
Round of 32,Clay,Right,Two,Summer,0,300000,130,3
Round of 64,Clay,Right,Two,Summer,2,300000,205,2
Round of 16,Clay,Right,Two,Summer,12,300000,329,2
Quarter-Finals,Clay,Right,Two,Summer,1,300000,19,3
Round of 32,Clay,Right,Two,Summer,6,300000,12,2
Round of 32,Clay,Right,Two,Summer,1,300000,176,2
Round of 64,Clay,Right - Left,Two,Summer,0,300000,69,2
Round of 64,Clay,Right - Left,Two,Summer,11,300000,344,3
Round of 32,Clay,Right,Two,Summer,7,300000,3,2
Round of 64,Clay,Right,Two,Summer,4,300000,53,3
Round of 16,Clay,Right,Two,Summer,4,300000,157,2
Quarter-Finals,Clay,Right - Left,Two,Summer,4,300000,233,2
Semi-Finals,Clay,Right,Two,Summer,1,300000,18,3
Round of 32,Clay,Right,Two,Summer,3,300000,136,2
Round of 64,Clay,Right - Left,Two,Summer,2,300000,232,2
Round of 16,Clay,Right - Left,One,Summer,3,300000,189,2
Round of 32,Clay,Right,Two,Summer,1,300000,89,2
Round of 16,Clay,Right,Two,Summer,1,300000,56,2
Round of 64,Clay,Right,Two,Summer,4,300000,95,2
Round of 64,Clay,Right,Two,Summer,5,300000,59,3
Round of 64,Clay,Right - Left,One,Summer,6,300000,52,3
Round of 32,Clay,Right - Left,Two,Summer,3,300000,31,3
Round of 64,Clay,Left,Two,Summer,1,300000,58,3
Round of 64,Clay,Right,Two,Summer,10,300000,146,2
Round of 32,Clay,Right,Two,Summer,7,300000,182,2
Round of 16,Clay,Right - Left,Two,Summer,5,300000,111,2
Round of 64,Clay,Right,Two,Summer,2,300000,66,3
Round of 32,Clay,Right - Left,Two,Summer,2,300000,425,3
Quarter-Finals,Clay,Left,Two,Summer,1,10000,203,2
Semi-Finals,Clay,Right - Left,One,Summer,4,10000,381,3
Quarter-Finals,Clay,Right,One,Summer,1,10000,377,3
Round of 32,Clay,Right,One,Summer,6,10000,435,2
Finals,Clay,Right,One - Two,Summer,4,10000,19,2
Quarter-Finals,Clay,Right,Two,Summer,3,10000,435,2
Semi-Finals,Clay,Right,Two,Summer,3,10000,256,2
Round of 16,Clay,Right,Two,Summer,2,10000,64,2
Round of 16,Clay,Right,Two,Summer,0,10000,167,3
Quarter-Finals,Clay,Right - Left,Two,Summer,4,10000,275,2
Round of 32,Clay,Right - Left,Two,Summer,7,10000,326,3
Round of 32,Clay,Right,One - Two,Summer,2,10000,435,3
Semi-Finals,Clay,Right,One,Summer,4,10000,177,3
Quarter-Finals,Clay,Right,One,Summer,1,10000,272,2
Round of 16,Clay,Right,One,Summer,3,10000,435,2
Round of 32,Clay,Right,One,Summer,4,10000,283,2
Round of 32,Clay,Right,One,Summer,1,10000,143,2
1st Round Qualifying,Hard,Right,Two,Autumn,7,1409510,424,2
2nd Round Qualifying,Hard,Right,Two,Autumn,6,1409510,11,3
Quarter-Finals,Hard,Right,One - Two,Autumn,4,1409510,5,2
Finals,Hard,Right,Two,Autumn,2,1409510,34,2
Round of 32,Hard,Right,Two,Autumn,7,1409510,96,2
Quarter-Finals,Hard,Right,One,Autumn,1,1409510,13,3
Round of 16,Hard,Right - Left,One,Autumn,9,1409510,120,2
Round of 32,Hard,Right,Two,Autumn,7,1409510,121,2
Round of 32,Hard,Right,One,Autumn,5,1409510,2,2
Round of 16,Hard,Right,One,Autumn,7,1409510,15,3
Round of 32,Hard,Right,Two,Autumn,9,1409510,57,2
Round of 32,Hard,Right,Two,Autumn,2,1409510,16,2
1st Round Qualifying,Hard,Right,Two,Autumn,6,1409510,80,3
Round of 32,Hard,Left,One - Two,Autumn,0,1409510,141,2
Quarter-Finals,Hard,Right,Two,Autumn,10,1409510,105,2
Round of 32,Hard,Right,Two,Autumn,7,1409510,19,3
Round of 16,Hard,Right,Two,Autumn,5,1409510,96,2
Semi-Finals,Hard,Right,One - Two,Autumn,5,1409510,9,2
Round of 32,Hard,Right,One - Two,Autumn,5,1409510,16,2
Round of 16,Hard,Right,Two,Autumn,2,1409510,11,2
1st Round Qualifying,Hard,Right,One - Two,Autumn,1,1409510,257,2
Quarter-Finals,Hard,Right,Two,Autumn,8,1409510,41,2
1st Round Qualifying,Hard,Right,Two,Autumn,2,1409510,68,2
Round of 16,Hard,Right,Two,Autumn,10,1409510,23,2
Round of 32,Hard,Right,Two,Autumn,5,1409510,29,2
1st Round Qualifying,Hard,Right,Two,Autumn,8,1409510,400,3
2nd Round Qualifying,Hard,Right,Two,Autumn,1,1409510,46,3
Round of 16,Clay,Right,Two,Summer,9,463520,70,2
Round of 32,Clay,Right,Two,Summer,11,463520,18,2
Round of 32,Clay,Left,One - Two,Summer,2,463520,17,2
1st Round Qualifying,Clay,Right,One - Two,Summer,0,463520,359,3
Quarter-Finals,Clay,Right,One,Summer,6,463520,21,2
Round of 16,Clay,Right - Left,One,Summer,2,463520,63,2
Round of 32,Clay,Right,One,Summer,6,463520,8,2
2nd Round Qualifying,Clay,Right,One,Summer,10,463520,81,3
1st Round Qualifying,Clay,Right,One,Summer,8,463520,40,3
Round of 32,Clay,Right - Left,One - Two,Summer,9,463520,15,3
Quarter-Finals,Clay,Left,Two,Summer,9,463520,314,3
1st Round Qualifying,Clay,Right,Two,Summer,3,463520,148,3
Round of 32,Clay,Right - Left,One,Summer,1,463520,44,2
Round of 16,Clay,Right - Left,One - Two,Summer,12,463520,412,2
Round of 32,Clay,Right - Left,Two,Summer,12,463520,308,2
Round of 32,Clay,Right,One - Two,Summer,12,463520,122,2
Round of 16,Clay,Right,One - Two,Summer,12,463520,81,2
1st Round Qualifying,Clay,Right - Left,One,Summer,2,463520,275,2
2nd Round Qualifying,Clay,Right - Left,One,Summer,4,463520,31,3
1st Round Qualifying,Clay,Right,Two,Summer,8,463520,276,3
2nd Round Qualifying,Clay,Right,Two,Summer,12,463520,75,2
1st Round Qualifying,Clay,Right,Two,Summer,5,463520,248,2
Round of 32,Clay,Left,Two,Summer,2,463520,58,2
Quarter-Finals,Clay,Right,Two,Summer,3,463520,7,3
Semi-Finals,Clay,Right,One - Two,Summer,2,463520,40,2
Round of 16,Clay,Right,One - Two,Summer,4,463520,8,3
Round of 32,Clay,Right,Two,Summer,6,463520,44,2
Semi-Finals,Clay,Right - Left,Two,Summer,8,463520,59,2
Finals,Clay,Right,Two,Summer,10,463520,75,2
Round of 16,Clay,Right,Two,Summer,11,463520,55,2
Round of 32,Clay,Right,Two,Summer,1,463520,95,2
1st Round Qualifying,Clay,Right,Two,Summer,3,463520,156,2
1st Round Qualifying,Hard,Right,Two,Autumn,9,575250,101,2
1st Round Qualifying,Hard,Right,One,Autumn,8,575250,2,2
2nd Round Qualifying,Hard,Right,One,Autumn,4,575250,47,2
Round of 32,Hard,Right,One,Autumn,1,575250,31,3
Round of 16,Hard,Right,One,Autumn,8,575250,156,2
1st Round Qualifying,Hard,Right,One,Autumn,11,575250,62,3
3rd Round Qualifying,Hard,Right - Left,One,Autumn,1,575250,31,3
Quarter-Finals,Hard,Right,One,Autumn,3,575250,87,2
Round of 32,Hard,Right - Left,One,Autumn,12,575250,435,2
1st Round Qualifying,Hard,Right,Two,Autumn,4,575250,19,2
Round of 32,Hard,Right - Left,Two,Autumn,6,575250,22,2
1st Round Qualifying,Hard,Right,Two,Autumn,7,575250,4,2
Semi-Finals,Hard,Right,Two,Autumn,2,575250,17,3
Round of 16,Hard,Right,One - Two,Autumn,4,575250,48,2
Quarter-Finals,Hard,Right - Left,Two,Autumn,5,575250,7,2
1st Round Qualifying,Hard,Right - Left,Two,Autumn,3,575250,325,2
Round of 32,Hard,Right,One,Autumn,2,575250,17,2
1st Round Qualifying,Hard,Left,Two,Autumn,1,575250,63,2
1st Round Qualifying,Hard,Right,One,Autumn,1,575250,70,2
Round of 16,Hard,Right,One,Autumn,9,575250,435,2
1st Round Qualifying,Hard,Right,One,Autumn,4,575250,79,2
Round of 32,Hard,Right,One,Autumn,3,575250,57,3
2nd Round Qualifying,Hard,Right,One,Autumn,1,575250,33,3
Round of 16,Hard,Right,Two,Autumn,7,575250,6,3
Finals,Clay,Right,Two,Summer,0,10000,173,2
Semi-Finals,Clay,Right,Two,Summer,1,10000,435,3
Round of 32,Clay,Right,Two,Summer,6,10000,435,2
Quarter-Finals,Clay,Right,One - Two,Summer,1,10000,435,3
Round of 16,Clay,Right - Left,Two,Summer,2,100000,115,2
Round of 32,Clay,Left,One,Summer,5,100000,435,2
Round of 32,Clay,Right,Two,Summer,12,100000,27,2
Round of 32,Clay,Right,Two,Summer,11,100000,33,2
Round of 16,Clay,Right - Left,Two,Summer,4,100000,13,2
Round of 64,Clay,Right - Left,Two,Summer,2,100000,102,2
Round of 32,Clay,Right,Two,Summer,2,100000,191,2
Round of 32,Clay,Right,One,Summer,2,100000,88,2
Round of 32,Clay,Right,One - Two,Summer,0,10000,5,2
Quarter-Finals,Clay,Right,Two,Summer,2,10000,161,2
Round of 16,Clay,Right,Two,Summer,7,10000,250,2
Semi-Finals,Clay,Right,Two,Summer,0,10000,241,3
Round of 32,Clay,Right,Two,Summer,2,10000,296,2
Quarter-Finals,Clay,Right,One,Summer,5,10000,264,2
Round of 32,Clay,Right,One,Summer,0,10000,366,2
Round of 16,Clay,Right,Two,Summer,3,15000,435,3
Quarter-Finals,Clay,Right,Two,Summer,2,15000,435,2
Round of 32,Clay,Right,Two,Summer,1,15000,329,2
Round of 32,Clay,Right,Two,Summer,1,15000,435,2
Finals,Clay,Right,Two,Summer,5,15000,191,2
Round of 32,Clay,Right - Left,Two,Summer,7,15000,435,2
Semi-Finals,Clay,Right,Two,Summer,7,15000,435,2
Round of 32,Hard,Right,Two,Autumn,3,100000,132,3
Round of 32,Hard,Right,Two,Autumn,4,100000,398,2
Round of 16,Hard,Right,Two,Autumn,1,100000,78,2
Quarter-Finals,Hard,Right,Two,Autumn,1,100000,22,3
Round of 16,Hard,Right,Two,Autumn,3,100000,435,2
Round of 32,Hard,Right,Two,Autumn,1,100000,6,2
Round of 32,Hard,Right,Two,Autumn,2,100000,44,2
Round of 32,Hard,Right - Left,One,Autumn,1,100000,143,3
Round of 32,Carpet,Right,Two,Winter,5,10000,78,3
Quarter-Finals,Carpet,Right,Two,Winter,6,10000,156,2
Quarter-Finals,Carpet,Right - Left,Two,Winter,4,10000,263,2
Round of 16,Clay,Right,One,Summer,6,10000,435,2
Quarter-Finals,Clay,Right,One,Summer,3,10000,121,3
Semi-Finals,Clay,Right,Two,Summer,7,10000,258,3
Round of 32,Clay,Right,Two,Summer,4,10000,201,3
Round of 32,Clay,Right,Two,Summer,11,10000,34,2
Round of 16,Clay,Right,Two,Summer,11,10000,435,2
Round of 16,Clay,Right,Two,Summer,3,10000,435,2
Finals,Clay,Right,Two,Summer,8,10000,211,2
Round of 32,Clay,Right,Two,Summer,6,10000,129,2
Quarter-Finals,Clay,Right,Two,Summer,6,10000,127,2
Semi-Finals,Clay,Right,Two,Summer,9,10000,128,3
Quarter-Finals,Clay,Right,Two,Summer,3,10000,17,3
Round of 16,Clay,Right,Two,Summer,3,10000,212,2
Quarter-Finals,Clay,Left,Two,Summer,2,10000,435,2
Round of 16,Clay,Right - Left,Two,Summer,4,10000,314,2
Semi-Finals,Clay,Right - Left,Two,Summer,9,10000,190,3
Round of 32,Clay,Right - Left,One - Two,Summer,3,10000,435,3
Round of 32,Clay,Right,Two,Summer,6,10000,435,2
Quarter-Finals,Clay,Right,One,Summer,5,10000,62,3
Round of 16,Clay,Right,One,Summer,0,10000,288,2
Round of 32,Clay,Right - Left,Two,Summer,1,10000,238,2
Semi-Finals,Clay,Right - Left,One - Two,Summer,1,10000,352,2
Round of 32,Clay,Right,Two,Summer,12,10000,435,3
Quarter-Finals,Clay,Right - Left,Two,Summer,1,10000,64,3
Finals,Clay,Right - Left,Two,Summer,2,10000,155,2
Quarter-Finals,Hard,Right - Left,Two,Autumn,8,100000,1,2
Round of 16,Clay,Right,One - Two,Summer,1,125000,106,3
Round of 32,Clay,Right,Two,Summer,5,125000,139,2
Round of 16,Clay,Right,Two,Summer,3,125000,124,2
Semi-Finals,Clay,Right - Left,Two,Summer,7,125000,9,2
Quarter-Finals,Clay,Right,Two,Summer,9,125000,70,3
Round of 32,Clay,Right,Two,Summer,6,125000,2,2
Round of 32,Clay,Right - Left,Two,Summer,6,125000,66,3
Round of 16,Clay,Right,Two,Summer,1,125000,15,2
Round of 32,Clay,Right - Left,Two,Summer,1,125000,26,2
Quarter-Finals,Clay,Right - Left,Two,Summer,2,125000,20,2
Round of 16,Clay,Right - Left,Two,Summer,2,125000,254,2
Round of 32,Clay,Left,Two,Summer,6,125000,249,2
Round of 32,Clay,Right,Two,Summer,2,125000,76,2
Round of 32,Clay,Right,Two,Summer,4,125000,76,2
Round of 16,Clay,Right,Two,Summer,3,125000,93,2
Quarter-Finals,Clay,Right,One,Summer,0,125000,85,3
Round of 32,Clay,Right - Left,Two,Summer,5,125000,253,2
Round of 32,Clay,Right,Two,Summer,2,125000,37,2
Round of 32,Clay,Right,Two,Summer,1,125000,409,2
Round of 32,Clay,Right - Left,One,Summer,1,10000,435,2
Quarter-Finals,Clay,Right,One,Summer,0,10000,435,2
Round of 16,Clay,Right,Two,Summer,4,10000,435,2
Semi-Finals,Clay,Right,One,Summer,1,10000,228,2
Round of 16,Clay,Right - Left,One,Summer,6,10000,336,3
Quarter-Finals,Clay,Right,One,Summer,6,10000,226,2
Round of 32,Clay,Right,One,Summer,10,10000,435,2
Round of 32,Hard,Right,Two,Autumn,3,100000,6,3
Round of 32,Hard,Right - Left,Two,Autumn,0,100000,143,3
Round of 16,Hard,Right,Two,Autumn,2,100000,68,2
Round of 32,Hard,Right,Two,Autumn,1,100000,22,3
Round of 16,Hard,Right,Two,Autumn,3,100000,40,2
Round of 32,Hard,Left,Two,Autumn,1,100000,15,2
Round of 32,Carpet,Right,Two,Autumn,3,275000,15,2
Round of 16,Carpet,Right,Two,Autumn,0,275000,62,2
Round of 32,Carpet,Right,Two,Autumn,5,275000,6,2
Round of 32,Carpet,Right,Two,Autumn,5,275000,107,2
Round of 32,Carpet,Right - Left,Two,Autumn,2,275000,46,2
Quarter-Finals,Carpet,Right - Left,Two,Autumn,2,275000,77,2
Semi-Finals,Carpet,Left,One - Two,Autumn,3,275000,1,2
Round of 16,Carpet,Left,Two,Autumn,0,275000,316,2
Round of 16,Carpet,Right - Left,Two,Autumn,4,275000,30,3
Round of 32,Carpet,Left,Two,Autumn,5,275000,28,3
Round of 32,Carpet,Right,Two,Autumn,2,275000,20,2
Round of 32,Carpet,Right,Two,Autumn,2,275000,17,2
Round of 16,Carpet,Right,Two,Autumn,3,275000,147,2
Round of 32,Carpet,Right,Two,Autumn,1,275000,185,2
Round of 16,Carpet,Right - Left,One,Autumn,5,275000,47,3
Round of 16,Carpet,Right,Two,Autumn,5,275000,17,2
Round of 32,Carpet,Right,Two,Autumn,0,275000,13,2
Round of 32,Carpet,Right - Left,Two,Autumn,7,275000,68,3
Round of 16,Carpet,Right - Left,Two,Autumn,1,275000,11,3
Quarter-Finals,Carpet,Right,Two,Autumn,9,275000,57,2
Round of 32,Carpet,Right - Left,One,Autumn,2,275000,137,2
Round of 16,Carpet,Right - Left,One,Autumn,4,275000,47,2
Semi-Finals,Carpet,Right - Left,One,Autumn,7,275000,76,2
Round of 16,Clay,Right - Left,Two,Summer,5,10000,83,3
Semi-Finals,Clay,Right - Left,Two,Summer,4,10000,435,3
Round of 16,Clay,Right,One,Summer,5,10000,2,2
Finals,Clay,Right,Two,Summer,6,10000,435,3
Round of 32,Clay,Right - Left,One - Two,Summer,4,10000,435,3
Quarter-Finals,Clay,Right,Two,Summer,12,10000,435,2
Round of 16,Clay,Right - Left,Two,Summer,1,10000,435,2
Semi-Finals,Clay,Right,Two,Summer,6,10000,435,2
Round of 16,Carpet,Right,Two,Winter,4,10000,105,3
Round of 16,Carpet,Right,Two,Winter,1,10000,99,2
Round of 16,Carpet,Right - Left,Two,Winter,9,10000,385,2
Round of 32,Carpet,Right - Left,Two,Winter,7,10000,193,3
Round of 32,Carpet,Right - Left,Two,Winter,4,10000,106,2
Quarter-Finals,Carpet,Right,Two,Winter,0,10000,126,2
Round of 16,Clay,Right - Left,Two,Summer,1,25000,49,2
Round of 32,Clay,Left,Two,Summer,0,25000,113,2
Round of 32,Clay,Right - Left,Two,Summer,5,25000,69,2
Round of 32,Clay,Right,Two,Summer,6,25000,189,3
Round of 16,Clay,Right,Two,Summer,0,25000,52,3
Round of 16,Clay,Right,One,Summer,0,25000,130,2
Quarter-Finals,Clay,Right - Left,Two,Summer,2,25000,7,2
Round of 32,Clay,Right,One,Summer,1,25000,1,2
Round of 16,Clay,Right - Left,Two,Summer,4,25000,349,3
Round of 32,Clay,Right,Two,Summer,9,25000,54,2
Quarter-Finals,Clay,Left,Two,Summer,4,25000,43,2
Round of 32,Clay,Right,Two,Summer,1,355000,112,3
Quarter-Finals,Clay,Right,Two,Summer,7,355000,119,2
Round of 16,Clay,Right - Left,Two,Summer,3,355000,103,2
Semi-Finals,Clay,Right - Left,One,Summer,1,355000,21,2
Round of 64,Clay,Right,Two,Summer,0,355000,169,2
Round of 32,Clay,Right,Two,Summer,2,355000,113,3
Round of 64,Clay,Right,Two,Summer,10,355000,222,3
Round of 64,Clay,Right,Two,Summer,2,355000,57,2
